Item Slot,Item Type,Name,Required Level,Required Strength,Required Dexerity,Required Intelligence,Innate Stat,Enhancement Bonus,Line 1,Line 2,Line 3,Line 4,Line 5,Line 6,Discord Pretty Print,Copy/Paste Friendly Pretty Print
Armor,Gloves,Surgewrath,39,45,45,,+8% to all elemental resistances,0.80%,+(10 to 30)% to lightning resistance,(12 to 18)% increased attack and cast speed,(20 to 40)% increased shock effect,+(10 to 20)% to maximum shock effect,,,"***Surgewrath*** (Gloves - Req. Level: ***39***; Req. Str ***45***;Req. Dex ***45***;)
- Innate: +8% to all elemental resistances
  - +(10 to 30)% to lightning resistance
  - (12 to 18)% increased attack and cast speed
  - (20 to 40)% increased shock effect
  - +(10 to 20)% to maximum shock effect","***Surgewrath*** (Gloves - Req. Level: ***39***; Req. Str ***45***;Req. Dex ***45***;)
- Innate: +8% to all elemental resistances
  - +(10 to 30)% to lightning resistance
  - (12 to 18)% increased attack and cast speed
  - (20 to 40)% increased shock effect
  - +(10 to 20)% to maximum shock effect"
Armor,Gloves,Carnage Pact,42,88,,,12% increased armour,1.20%,lose 200 life per second,Leech (6 to 9)% of physical hit damage from attacks as life,Adds (30 to 40) to (60 to 90) physical damage to attacks,(10 to 30)% increased attack speed,,,"***Carnage Pact*** (Gloves - Req. Level: ***42***; Req. Str ***88***;)
- Innate: 12% increased armour
  - lose 200 life per second
  - Leech (6 to 9)% of physical hit damage from attacks as life
  - Adds (30 to 40) to (60 to 90) physical damage to attacks
  - (10 to 30)% increased attack speed","***Carnage Pact*** (Gloves - Req. Level: ***42***; Req. Str ***88***;)
- Innate: 12% increased armour
  - lose 200 life per second
  - Leech (6 to 9)% of physical hit damage from attacks as life
  - Adds (30 to 40) to (60 to 90) physical damage to attacks
  - (10 to 30)% increased attack speed"
Armor,Gloves,Entropic Grasp,46,,,102,12% increase energy shield,1.20%,+(4 to 12)% chance to deal double damage,(20 to 40)% increase ailment duration,Chaos damage can inflict all elemental ailments,Your chance to inflict elemental ailments is 50%,,,"***Entropic Grasp*** (Gloves - Req. Level: ***46***; Req. Int ***102***;)
- Innate: 12% increase energy shield
  - +(4 to 12)% chance to deal double damage
  - (20 to 40)% increase ailment duration
  - Chaos damage can inflict all elemental ailments
  - Your chance to inflict elemental ailments is 50%","***Entropic Grasp*** (Gloves - Req. Level: ***46***; Req. Int ***102***;)
- Innate: 12% increase energy shield
  - +(4 to 12)% chance to deal double damage
  - (20 to 40)% increase ailment duration
  - Chaos damage can inflict all elemental ailments
  - Your chance to inflict elemental ailments is 50%"
Armor,Gloves,Hands of the Fateweaver,49,,70,70,+4% chance to dodge,0.40%,+(20 to 60) to dexterity,(50 to 80)% increased local defences,+(3 to 5)% to spell base critical hit chance,2% increased cast speed per 10 dexterity,,,"***Hands of the Fateweaver*** (Gloves - Req. Level: ***49***; Req. Dex ***70***;Req. Int ***70***;)
- Innate: +4% chance to dodge
  - +(20 to 60) to dexterity
  - (50 to 80)% increased local defences
  - +(3 to 5)% to spell base critical hit chance
  - 2% increased cast speed per 10 dexterity","***Hands of the Fateweaver*** (Gloves - Req. Level: ***49***; Req. Dex ***70***;Req. Int ***70***;)
- Innate: +4% chance to dodge
  - +(20 to 60) to dexterity
  - (50 to 80)% increased local defences
  - +(3 to 5)% to spell base critical hit chance
  - 2% increased cast speed per 10 dexterity"
Armor,Gloves,Inner Tranquility,49,,,117,12% increased energy shield,1.20%,+(80 to 140) to maximum life,+(80 to 140) to maximum mana,(80 to 140)% increased local defences,"While your energy shield is below its maximum, scarifice 10% of your maximum life per secon to recover that much energy shield",,,"***Inner Tranquility*** (Gloves - Req. Level: ***49***; Req. Int ***117***;)
- Innate: 12% increased energy shield
  - +(80 to 140) to maximum life
  - +(80 to 140) to maximum mana
  - (80 to 140)% increased local defences
  - While your energy shield is below its maximum, scarifice 10% of your maximum life per secon to recover that much energy shield","***Inner Tranquility*** (Gloves - Req. Level: ***49***; Req. Int ***117***;)
- Innate: 12% increased energy shield
  - +(80 to 140) to maximum life
  - +(80 to 140) to maximum mana
  - (80 to 140)% increased local defences
  - While your energy shield is below its maximum, scarifice 10% of your maximum life per secon to recover that much energy shield"
Armor,Boots,Ironstance,21,20,20,,+30 to maximum life,+3,+(20 to 30) to strength,(100 to 300)% increased local defences,+(8 to 12)% to all elemental resistances,Your total evasion rating is converted into armour,,,"***Ironstance*** (Boots - Req. Level: ***21***; Req. Str ***20***;Req. Dex ***20***;)
- Innate: +30 to maximum life
  - +(20 to 30) to strength
  - (100 to 300)% increased local defences
  - +(8 to 12)% to all elemental resistances
  - Your total evasion rating is converted into armour","***Ironstance*** (Boots - Req. Level: ***21***; Req. Str ***20***;Req. Dex ***20***;)
- Innate: +30 to maximum life
  - +(20 to 30) to strength
  - (100 to 300)% increased local defences
  - +(8 to 12)% to all elemental resistances
  - Your total evasion rating is converted into armour"
Armor,Boots,Wintermarch,21,20,,20,+6% to all elemental resistances,0.60%,+(30 to 50) to maximum life,+(10 to 30)% to cold resistance,Take (10 to 30)% of physical damage as cold damage,You are unaffected by chill,,,"***Wintermarch*** (Boots - Req. Level: ***21***; Req. Str ***20***;Req. Int ***20***;)
- Innate: +6% to all elemental resistances
  - +(30 to 50) to maximum life
  - +(10 to 30)% to cold resistance
  - Take (10 to 30)% of physical damage as cold damage
  - You are unaffected by chill","***Wintermarch*** (Boots - Req. Level: ***21***; Req. Str ***20***;Req. Int ***20***;)
- Innate: +6% to all elemental resistances
  - +(30 to 50) to maximum life
  - +(10 to 30)% to cold resistance
  - Take (10 to 30)% of physical damage as cold damage
  - You are unaffected by chill"
Armor,Boots,Preystride,25,,39,,9% increased evasion rating,0.90%,+(20 to 40) to dexterity,(80 to 140)% increased local defences,Take (20 to 40)% increased damage,1% more evasion rating per 1% missing life,,,"***Preystride*** (Boots - Req. Level: ***25***; Req. Dex ***39***;)
- Innate: 9% increased evasion rating
  - +(20 to 40) to dexterity
  - (80 to 140)% increased local defences
  - Take (20 to 40)% increased damage
  - 1% more evasion rating per 1% missing life","***Preystride*** (Boots - Req. Level: ***25***; Req. Dex ***39***;)
- Innate: 9% increased evasion rating
  - +(20 to 40) to dexterity
  - (80 to 140)% increased local defences
  - Take (20 to 40)% increased damage
  - 1% more evasion rating per 1% missing life"
Armor,Boots,Stormchasers,31,53,,,9% increased amour,0.90%,+(10 to 30)% to lightning resistance,(10 to 30)% increased attack and cast speed,Take (10 to 20)% of physical damage as lightning damage,"Every 1 second, inflict 10% shock on yourself and enemies",,,"***Stormchasers*** (Boots - Req. Level: ***31***; Req. Str ***53***;)
- Innate: 9% increased amour
  - +(10 to 30)% to lightning resistance
  - (10 to 30)% increased attack and cast speed
  - Take (10 to 20)% of physical damage as lightning damage
  - Every 1 second, inflict 10% shock on yourself and enemies","***Stormchasers*** (Boots - Req. Level: ***31***; Req. Str ***53***;)
- Innate: 9% increased amour
  - +(10 to 30)% to lightning resistance
  - (10 to 30)% increased attack and cast speed
  - Take (10 to 20)% of physical damage as lightning damage
  - Every 1 second, inflict 10% shock on yourself and enemies"
Armor,Boots,Phantomstep,42,,52,52,+4% chance to dodge,0.40%,(10 to 30)% increased dexterity,+(5 to 15)% to maximum chance to dodge,+1% chance to dodge per 10 dexterity,You cannot evade,,,"***Phantomstep*** (Boots - Req. Level: ***42***; Req. Dex ***52***;Req. Int ***52***;)
- Innate: +4% chance to dodge
  - (10 to 30)% increased dexterity
  - +(5 to 15)% to maximum chance to dodge
  - +1% chance to dodge per 10 dexterity
  - You cannot evade","***Phantomstep*** (Boots - Req. Level: ***42***; Req. Dex ***52***;Req. Int ***52***;)
- Innate: +4% chance to dodge
  - (10 to 30)% increased dexterity
  - +(5 to 15)% to maximum chance to dodge
  - +1% chance to dodge per 10 dexterity
  - You cannot evade"
Armor,Shield,Brittleguard,11,12,12,,+20 to maximum life,+2,+(8 to 12)% to all elemental resistances,+25% to maximum chance to block,(200 to 300)% increased local block chance,50% chance to reduce no damage on block,,,"***Brittleguard*** (Shield - Req. Level: ***11***; Req. Str ***12***;Req. Dex ***12***;)
- Innate: +20 to maximum life
  - +(8 to 12)% to all elemental resistances
  - +25% to maximum chance to block
  - (200 to 300)% increased local block chance
  - 50% chance to reduce no damage on block","***Brittleguard*** (Shield - Req. Level: ***11***; Req. Str ***12***;Req. Dex ***12***;)
- Innate: +20 to maximum life
  - +(8 to 12)% to all elemental resistances
  - +25% to maximum chance to block
  - (200 to 300)% increased local block chance
  - 50% chance to reduce no damage on block"
Armor,Shield,Remnant of the Ages,21,,,35,9% increased energy shield,0.90%,+(50 to 80) to maximum mana,+(10 to 30) to intelligence,(30 to 50)% increased local defences,Gain (10 to 20)% of mana as extra base energy shield,,,"***Remnant of the Ages*** (Shield - Req. Level: ***21***; Req. Int ***35***;)
- Innate: 9% increased energy shield
  - +(50 to 80) to maximum mana
  - +(10 to 30) to intelligence
  - (30 to 50)% increased local defences
  - Gain (10 to 20)% of mana as extra base energy shield","***Remnant of the Ages*** (Shield - Req. Level: ***21***; Req. Int ***35***;)
- Innate: 9% increased energy shield
  - +(50 to 80) to maximum mana
  - +(10 to 30) to intelligence
  - (30 to 50)% increased local defences
  - Gain (10 to 20)% of mana as extra base energy shield"
Armor,Shield,Gift to the Stalwart,,,,,,,,,,,,,"***Gift to the Stalwart*** (Shield - Req. Level: ******; )
- Innate: 
  - 
  - 
  - 
  - ","***Gift to the Stalwart*** (Shield - Req. Level: ******; )
- Innate: 
  - 
  - 
  - 
  - "
Armor,Shield,Mirror of Deceit,31,,31,31,+3% chance to dodge,0.30%,-25% to maximum chance to block,(40 to 160)% increased local block chance,"When you would block, dodge instead",Your chance to block is halved,,,"***Mirror of Deceit*** (Shield - Req. Level: ***31***; Req. Dex ***31***;Req. Int ***31***;)
- Innate: +3% chance to dodge
  - -25% to maximum chance to block
  - (40 to 160)% increased local block chance
  - When you would block, dodge instead
  - Your chance to block is halved","***Mirror of Deceit*** (Shield - Req. Level: ***31***; Req. Dex ***31***;Req. Int ***31***;)
- Innate: +3% chance to dodge
  - -25% to maximum chance to block
  - (40 to 160)% increased local block chance
  - When you would block, dodge instead
  - Your chance to block is halved"
Armor,Shield,Volturnus,31,,,53,9% increased energy shield,0.90%,(50 to 80)% increased local defences,Take (10 to 30)% of physical damage as lightning damage,Take (10 to 30)% of physical damage as cold damage,Take (10 to 30)% of physical damage as fire damage,,,"***Volturnus*** (Shield - Req. Level: ***31***; Req. Int ***53***;)
- Innate: 9% increased energy shield
  - (50 to 80)% increased local defences
  - Take (10 to 30)% of physical damage as lightning damage
  - Take (10 to 30)% of physical damage as cold damage
  - Take (10 to 30)% of physical damage as fire damage","***Volturnus*** (Shield - Req. Level: ***31***; Req. Int ***53***;)
- Innate: 9% increased energy shield
  - (50 to 80)% increased local defences
  - Take (10 to 30)% of physical damage as lightning damage
  - Take (10 to 30)% of physical damage as cold damage
  - Take (10 to 30)% of physical damage as fire damage"
Armor,Shield,Eluvenar,39,,75,,9% increased evasion rating,0.90%,+(20 to 60) to dexterity,(50 to 80)% increased local defense,(10 to 30)% increase attack and cast speed,2% increased evasion rating per 10 dexterity,,,"***Eluvenar*** (Shield - Req. Level: ***39***; Req. Dex ***75***;)
- Innate: 9% increased evasion rating
  - +(20 to 60) to dexterity
  - (50 to 80)% increased local defense
  - (10 to 30)% increase attack and cast speed
  - 2% increased evasion rating per 10 dexterity","***Eluvenar*** (Shield - Req. Level: ***39***; Req. Dex ***75***;)
- Innate: 9% increased evasion rating
  - +(20 to 60) to dexterity
  - (50 to 80)% increased local defense
  - (10 to 30)% increase attack and cast speed
  - 2% increased evasion rating per 10 dexterity"
Armor,Shield,Force Prism,39,45,,45,+6% to all elemental resistances,0.60%,Gain (20 to 40) mana on block,Gain (20 to 60) energy shield on block,(20 to 60)% increased local block chance,Your action bar is filled by 40% when you block,,,"***Force Prism*** (Shield - Req. Level: ***39***; Req. Str ***45***;Req. Int ***45***;)
- Innate: +6% to all elemental resistances
  - Gain (20 to 40) mana on block
  - Gain (20 to 60) energy shield on block
  - (20 to 60)% increased local block chance
  - Your action bar is filled by 40% when you block","***Force Prism*** (Shield - Req. Level: ***39***; Req. Str ***45***;Req. Int ***45***;)
- Innate: +6% to all elemental resistances
  - Gain (20 to 40) mana on block
  - Gain (20 to 60) energy shield on block
  - (20 to 60)% increased local block chance
  - Your action bar is filled by 40% when you block"
Armor,Shield,Supreme Bulwark,,,,,,,,,,,,,"***Supreme Bulwark*** (Shield - Req. Level: ******; )
- Innate: 
  - 
  - 
  - 
  - ","***Supreme Bulwark*** (Shield - Req. Level: ******; )
- Innate: 
  - 
  - 
  - 
  - "
Armor,Shield,Primordial Aegis,49,,,117,12% increased energy shield,1.20%,(40 to 60)% increased local defences,+(8 to 2)% to all elemental resistances,+(5 to 10)% to all maximum elemental resistances,+100% chance to avoid elemental ailments,,,"***Primordial Aegis*** (Shield - Req. Level: ***49***; Req. Int ***117***;)
- Innate: 12% increased energy shield
  - (40 to 60)% increased local defences
  - +(8 to 2)% to all elemental resistances
  - +(5 to 10)% to all maximum elemental resistances
  - +100% chance to avoid elemental ailments","***Primordial Aegis*** (Shield - Req. Level: ***49***; Req. Int ***117***;)
- Innate: 12% increased energy shield
  - (40 to 60)% increased local defences
  - +(8 to 2)% to all elemental resistances
  - +(5 to 10)% to all maximum elemental resistances
  - +100% chance to avoid elemental ailments"
Armor,Shield,Dawnbreak,49,70,,70,8% to all elemental resistances,0.80%,(100 to 200)% increased local defences,+(10 to 30)% to chaos resistance,+(5 to 9)% to maximum chaos resistance,"Every 5 seconds, regenerate 25% of maximum life over 1 second",,,"***Dawnbreak*** (Shield - Req. Level: ***49***; Req. Str ***70***;Req. Int ***70***;)
- Innate: 8% to all elemental resistances
  - (100 to 200)% increased local defences
  - +(10 to 30)% to chaos resistance
  - +(5 to 9)% to maximum chaos resistance
  - Every 5 seconds, regenerate 25% of maximum life over 1 second","***Dawnbreak*** (Shield - Req. Level: ***49***; Req. Str ***70***;Req. Int ***70***;)
- Innate: 8% to all elemental resistances
  - (100 to 200)% increased local defences
  - +(10 to 30)% to chaos resistance
  - +(5 to 9)% to maximum chaos resistance
  - Every 5 seconds, regenerate 25% of maximum life over 1 second"
Armor,Shield,The Fortress,56,150,,,12% increased armour,1.20%,(120 to 180)% increased local defences,-25% to maximum chance to block,+50% to block power,(20 to 40)% increased local block chance,,,"***The Fortress*** (Shield - Req. Level: ***56***; Req. Str ***150***;)
- Innate: 12% increased armour
  - (120 to 180)% increased local defences
  - -25% to maximum chance to block
  - +50% to block power
  - (20 to 40)% increased local block chance","***The Fortress*** (Shield - Req. Level: ***56***; Req. Str ***150***;)
- Innate: 12% increased armour
  - (120 to 180)% increased local defences
  - -25% to maximum chance to block
  - +50% to block power
  - (20 to 40)% increased local block chance"
Accessory,Amulet,Aspirant's Legacy,1,,,,+10 to all attributes,+1,+(8 to 24) to all attributes,(8 to 24)% increased defences,+(4 to 12)% to all elemental resistances,(20 to 30)% increased experience gain,,,"***Aspirant's Legacy*** (Amulet - Req. Level: ***1***; )
- Innate: +10 to all attributes
  - +(8 to 24) to all attributes
  - (8 to 24)% increased defences
  - +(4 to 12)% to all elemental resistances
  - (20 to 30)% increased experience gain","***Aspirant's Legacy*** (Amulet - Req. Level: ***1***; )
- Innate: +10 to all attributes
  - +(8 to 24) to all attributes
  - (8 to 24)% increased defences
  - +(4 to 12)% to all elemental resistances
  - (20 to 30)% increased experience gain"
Accessory,Amulet,Heart of the Protector,21,,,,+20 to strength,+2,(10 to 30)% increased defences,Gain (20 to 40) life on block,-25% to block power,Your chance to block is doubled,,,"***Heart of the Protector*** (Amulet - Req. Level: ***21***; )
- Innate: +20 to strength
  - (10 to 30)% increased defences
  - Gain (20 to 40) life on block
  - -25% to block power
  - Your chance to block is doubled","***Heart of the Protector*** (Amulet - Req. Level: ***21***; )
- Innate: +20 to strength
  - (10 to 30)% increased defences
  - Gain (20 to 40) life on block
  - -25% to block power
  - Your chance to block is doubled"
Accessory,Amulet,Soulstone Talisman,25,,,,+20 to intelligence,+2,(20 to 40)% increased mana,+(30 to 50) to intelligence,+(10 to 20)% to chaos resistance,Regenerate (1 to 3)% of mana per second,,,"***Soulstone Talisman*** (Amulet - Req. Level: ***25***; )
- Innate: +20 to intelligence
  - (20 to 40)% increased mana
  - +(30 to 50) to intelligence
  - +(10 to 20)% to chaos resistance
  - Regenerate (1 to 3)% of mana per second","***Soulstone Talisman*** (Amulet - Req. Level: ***25***; )
- Innate: +20 to intelligence
  - (20 to 40)% increased mana
  - +(30 to 50) to intelligence
  - +(10 to 20)% to chaos resistance
  - Regenerate (1 to 3)% of mana per second"
Accessory,Amulet,The Undying Flame,28,,,,+20 to strength,+2,+(50 to 80) to maximum life,(10 to 30)% increased life recovery,(30 to 60)% increased ignite duration,Ignite effects carry on to subsequent enemies,,,"***The Undying Flame*** (Amulet - Req. Level: ***28***; )
- Innate: +20 to strength
  - +(50 to 80) to maximum life
  - (10 to 30)% increased life recovery
  - (30 to 60)% increased ignite duration
  - Ignite effects carry on to subsequent enemies","***The Undying Flame*** (Amulet - Req. Level: ***28***; )
- Innate: +20 to strength
  - +(50 to 80) to maximum life
  - (10 to 30)% increased life recovery
  - (30 to 60)% increased ignite duration
  - Ignite effects carry on to subsequent enemies"
Accessory,Amulet,Flashfire,31,,,,+30 to dexterity,+3,(200 to 300)% more ignite damage,(10 to 20)% increased attack and cast speed,+50% chance to inflict ignite,75% less ignite duration,,,"***Flashfire*** (Amulet - Req. Level: ***31***; )
- Innate: +30 to dexterity
  - (200 to 300)% more ignite damage
  - (10 to 20)% increased attack and cast speed
  - +50% chance to inflict ignite
  - 75% less ignite duration","***Flashfire*** (Amulet - Req. Level: ***31***; )
- Innate: +30 to dexterity
  - (200 to 300)% more ignite damage
  - (10 to 20)% increased attack and cast speed
  - +50% chance to inflict ignite
  - 75% less ignite duration"
Accessory,Amulet,Eternal Gaze,31,,,,+30 to intelligence,+3,(20 to 40)% increased defences,(20 to 40)% increased chill duration,+(5 to 10)% to maximum chill effect,Chill effects carry on to subsequent enemies,,,"***Eternal Gaze*** (Amulet - Req. Level: ***31***; )
- Innate: +30 to intelligence
  - (20 to 40)% increased defences
  - (20 to 40)% increased chill duration
  - +(5 to 10)% to maximum chill effect
  - Chill effects carry on to subsequent enemies","***Eternal Gaze*** (Amulet - Req. Level: ***31***; )
- Innate: +30 to intelligence
  - (20 to 40)% increased defences
  - (20 to 40)% increased chill duration
  - +(5 to 10)% to maximum chill effect
  - Chill effects carry on to subsequent enemies"
Accessory,Amulet,Inward Focus,39,,,,+30 to strength,+3,(30 to 60)% increased defences,+(10 to 30)% to chaos resistance,+100% to armor effectiveness against chaos damage,Your armor has no effect against physical damage taken,,,"***Inward Focus*** (Amulet - Req. Level: ***39***; )
- Innate: +30 to strength
  - (30 to 60)% increased defences
  - +(10 to 30)% to chaos resistance
  - +100% to armor effectiveness against chaos damage
  - Your armor has no effect against physical damage taken","***Inward Focus*** (Amulet - Req. Level: ***39***; )
- Innate: +30 to strength
  - (30 to 60)% increased defences
  - +(10 to 30)% to chaos resistance
  - +100% to armor effectiveness against chaos damage
  - Your armor has no effect against physical damage taken"
Accessory,Amulet,Venofrenzy,39,,,,+30 to dexterity,+3,(10 to 30)% increased poison duration,Poison you inflict is reflected to you,1% more speed per poison on you,Take 90% less poison damage,,,"***Venofrenzy*** (Amulet - Req. Level: ***39***; )
- Innate: +30 to dexterity
  - (10 to 30)% increased poison duration
  - Poison you inflict is reflected to you
  - 1% more speed per poison on you
  - Take 90% less poison damage","***Venofrenzy*** (Amulet - Req. Level: ***39***; )
- Innate: +30 to dexterity
  - (10 to 30)% increased poison duration
  - Poison you inflict is reflected to you
  - 1% more speed per poison on you
  - Take 90% less poison damage"
Accessory,Amulet,The Melding,42,,,,+20 to all attributes,+2,(10 to 30) increased ailment duration,Elemental Ailments you inflict are reflected to you,1% more speed per 1% effect of shock applied to you,3% increased defences per 1% effect of chill applied to you,Regenerate 5% of maximum life per second while you are ignited,,"***The Melding*** (Amulet - Req. Level: ***42***; )
- Innate: +20 to all attributes
  - (10 to 30) increased ailment duration
  - Elemental Ailments you inflict are reflected to you
  - 1% more speed per 1% effect of shock applied to you
  - 3% increased defences per 1% effect of chill applied to you
  - Regenerate 5% of maximum life per second while you are ignited","***The Melding*** (Amulet - Req. Level: ***42***; )
- Innate: +20 to all attributes
  - (10 to 30) increased ailment duration
  - Elemental Ailments you inflict are reflected to you
  - 1% more speed per 1% effect of shock applied to you
  - 3% increased defences per 1% effect of chill applied to you
  - Regenerate 5% of maximum life per second while you are ignited"
Accessory,Amulet,Eye of the Storm,46,,,,+40 to intelligence,+4,(10 to 30)% increased attack and cast speed,(20 to 60)% more shock duration,The effect of shock you inflict is always 2%,The aggregated effect of shock you inflict is not limited by your maximum shock effect,,,"***Eye of the Storm*** (Amulet - Req. Level: ***46***; )
- Innate: +40 to intelligence
  - (10 to 30)% increased attack and cast speed
  - (20 to 60)% more shock duration
  - The effect of shock you inflict is always 2%
  - The aggregated effect of shock you inflict is not limited by your maximum shock effect","***Eye of the Storm*** (Amulet - Req. Level: ***46***; )
- Innate: +40 to intelligence
  - (10 to 30)% increased attack and cast speed
  - (20 to 60)% more shock duration
  - The effect of shock you inflict is always 2%
  - The aggregated effect of shock you inflict is not limited by your maximum shock effect"
Accessory,Amulet,Adorned Lineage,49,,,,+20 to all attributes,+2,(20 to 60) increased defences,+(10 to 20) to chaos resistance,(10 to 30)% increased item rarity,+60 to energy shield per equipped unique item,,,"***Adorned Lineage*** (Amulet - Req. Level: ***49***; )
- Innate: +20 to all attributes
  - (20 to 60) increased defences
  - +(10 to 20) to chaos resistance
  - (10 to 30)% increased item rarity
  - +60 to energy shield per equipped unique item","***Adorned Lineage*** (Amulet - Req. Level: ***49***; )
- Innate: +20 to all attributes
  - (20 to 60) increased defences
  - +(10 to 20) to chaos resistance
  - (10 to 30)% increased item rarity
  - +60 to energy shield per equipped unique item"
Accessory,Amulet,Shard of Creation,56,,,,+20 to all attributes,+2,+(20 to 60) to strength,+(20 to 60) to dexterity,+(20 to 60) to intelligence,"1% increased damage per 10 combined strength, dexterity, and intelligence",,,"***Shard of Creation*** (Amulet - Req. Level: ***56***; )
- Innate: +20 to all attributes
  - +(20 to 60) to strength
  - +(20 to 60) to dexterity
  - +(20 to 60) to intelligence
  - 1% increased damage per 10 combined strength, dexterity, and intelligence","***Shard of Creation*** (Amulet - Req. Level: ***56***; )
- Innate: +20 to all attributes
  - +(20 to 60) to strength
  - +(20 to 60) to dexterity
  - +(20 to 60) to intelligence
  - 1% increased damage per 10 combined strength, dexterity, and intelligence"
Accessory,Ring,Praxis,7,,,,16% increased mana regeneration,1.60%,+(8 to 12) to all attributes,(5 to 8)% increased attack and cast speed,(-30 to -50)% reduced mana cost of abilities,(5 to 8)% increased experience gain,,,"***Praxis*** (Ring - Req. Level: ***7***; )
- Innate: 16% increased mana regeneration
  - +(8 to 12) to all attributes
  - (5 to 8)% increased attack and cast speed
  - (-30 to -50)% reduced mana cost of abilities
  - (5 to 8)% increased experience gain","***Praxis*** (Ring - Req. Level: ***7***; )
- Innate: 16% increased mana regeneration
  - +(8 to 12) to all attributes
  - (5 to 8)% increased attack and cast speed
  - (-30 to -50)% reduced mana cost of abilities
  - (5 to 8)% increased experience gain"
Accessory,Ring,Broken Legacy,18,,,,16% increased mana regen,1.60%,+(10 to 30) to all attributes,Your critical hit chance is 50%,Your critical damage multiplier is +100%,Deal no damage with non-critical hits,Your hits cannot be evaded,,"***Broken Legacy*** (Ring - Req. Level: ***18***; )
- Innate: 16% increased mana regen
  - +(10 to 30) to all attributes
  - Your critical hit chance is 50%
  - Your critical damage multiplier is +100%
  - Deal no damage with non-critical hits
  - Your hits cannot be evaded","***Broken Legacy*** (Ring - Req. Level: ***18***; )
- Innate: 16% increased mana regen
  - +(10 to 30) to all attributes
  - Your critical hit chance is 50%
  - Your critical damage multiplier is +100%
  - Deal no damage with non-critical hits
  - Your hits cannot be evaded"
Accessory,Ring,Winterstorm,18,,,,16% increased critical hit chance,1.60%,(20 to 40)% increased critical hit chance,Convert 50% of your physical damage into lightning damage,Convert 50% of your lightning damage into cold damage,30% increased effect of non-damaging ailments,,,"***Winterstorm*** (Ring - Req. Level: ***18***; )
- Innate: 16% increased critical hit chance
  - (20 to 40)% increased critical hit chance
  - Convert 50% of your physical damage into lightning damage
  - Convert 50% of your lightning damage into cold damage
  - 30% increased effect of non-damaging ailments","***Winterstorm*** (Ring - Req. Level: ***18***; )
- Innate: 16% increased critical hit chance
  - (20 to 40)% increased critical hit chance
  - Convert 50% of your physical damage into lightning damage
  - Convert 50% of your lightning damage into cold damage
  - 30% increased effect of non-damaging ailments"
Accessory,Ring,Timeclasp,18,,,,+160 to accuracy rating,+16,(20 to 40)% increased defences,20% less attack and cast speed,(20 to 40)% increased ailment duration,Hits you take cannot be critical,,,"***Timeclasp*** (Ring - Req. Level: ***18***; )
- Innate: +160 to accuracy rating
  - (20 to 40)% increased defences
  - 20% less attack and cast speed
  - (20 to 40)% increased ailment duration
  - Hits you take cannot be critical","***Timeclasp*** (Ring - Req. Level: ***18***; )
- Innate: +160 to accuracy rating
  - (20 to 40)% increased defences
  - 20% less attack and cast speed
  - (20 to 40)% increased ailment duration
  - Hits you take cannot be critical"
Accessory,Ring,Blood Price,21,,,,6% increased life recovery,0.60%,+(40 to 60) to maximum life,Recover (3 to 5)% of life on kill,(10 to 30)% increased damage,Mana cost of abilities is paid with life instead,,,"***Blood Price*** (Ring - Req. Level: ***21***; )
- Innate: 6% increased life recovery
  - +(40 to 60) to maximum life
  - Recover (3 to 5)% of life on kill
  - (10 to 30)% increased damage
  - Mana cost of abilities is paid with life instead","***Blood Price*** (Ring - Req. Level: ***21***; )
- Innate: 6% increased life recovery
  - +(40 to 60) to maximum life
  - Recover (3 to 5)% of life on kill
  - (10 to 30)% increased damage
  - Mana cost of abilities is paid with life instead"
Accessory,Ring,Constancy,,,,,,,,,,,,,"***Constancy*** (Ring - Req. Level: ******; )
- Innate: 
  - 
  - 
  - 
  - ","***Constancy*** (Ring - Req. Level: ******; )
- Innate: 
  - 
  - 
  - 
  - "
Accessory,Ring,Conflux of Thunder,21,,,,16% increased mana regeneration,1.60%,+(20 to 40) to intelligence,+(20 to 40)% to lightning resistance,+50% chance to inflict shock,All elemental damage types can shock,,,"***Conflux of Thunder*** (Ring - Req. Level: ***21***; )
- Innate: 16% increased mana regeneration
  - +(20 to 40) to intelligence
  - +(20 to 40)% to lightning resistance
  - +50% chance to inflict shock
  - All elemental damage types can shock","***Conflux of Thunder*** (Ring - Req. Level: ***21***; )
- Innate: 16% increased mana regeneration
  - +(20 to 40) to intelligence
  - +(20 to 40)% to lightning resistance
  - +50% chance to inflict shock
  - All elemental damage types can shock"
Accessory,Ring,Conflux of Frost,21,,,,16% increased critical hit chance,1.60%,+(20 to 40) to dexterity,+(20 to 40)% to cold resistance,+50% chance to inflict chill,All elemental damage types can chill,,,"***Conflux of Frost*** (Ring - Req. Level: ***21***; )
- Innate: 16% increased critical hit chance
  - +(20 to 40) to dexterity
  - +(20 to 40)% to cold resistance
  - +50% chance to inflict chill
  - All elemental damage types can chill","***Conflux of Frost*** (Ring - Req. Level: ***21***; )
- Innate: 16% increased critical hit chance
  - +(20 to 40) to dexterity
  - +(20 to 40)% to cold resistance
  - +50% chance to inflict chill
  - All elemental damage types can chill"
